ダイレクト商品ID,サプライヤーID,商品管理番号,商品URL,商品名,ショップ名,消費者向け商品説明文,消費者向け商品詳細（サイズ・容量、規格）,JANコード,商品管理枝番号,内訳,参考価格種別,上代価格(税抜),卸価格単価(税抜),セット毎数量,セット卸額(税込),セット卸額(税抜),セット卸額(消費税),税率区分,出荷条件,商品画像1,商品画像2,商品画像3,商品画像4,商品画像5,商品画像6,商品画像7,商品画像8,商品画像9,商品画像10,画像転載可,ネット販売可,ネットオークション可,消費者直送可,品切れ
8910685-13,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-13,レッド4XL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-14,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-14,レッド5XL,O,,4016,1,4417,4016,401,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-15,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-15,レッド6XL,O,,4016,1,4417,4016,401,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-16,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-16,パープルM,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-17,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-17,パープルL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-18,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-18,パープルXL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-19,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-19,パープル2XL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-20,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-20,パープル3XL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-21,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-21,パープル4XL,O,,3674,1,4041,3674,367,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-22,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-22,パープル5XL,O,,4016,1,4417,4016,401,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
8910685-23,464355,C10020Z1,https://www.netsea.jp/shop/464355/C10020Z1,ダウンジャケット レディース 撥水 防風 透湿 ライトダウン 婦人服 防寒 ブルゾン アウター ダウンコート,株式会社 シャローム,"シンプルだから、コーディネートしやすい中綿コートです。<br>
軽くて暖かく、しっかりとした防寒効果も実感できます。<br>
人気のデザインでしっかり暖かくデイリーに活躍してくれます。","■素材：ポリアミド＋ダウン<br>
■原産国：中国<br>
■カラー：キャメル、レッド、パープル、ブラック、ローズ、ワイン、ピンク、グリーン、ネイビー、ホワイト、ブルー、オレンジ<br>
■サイズ：<br>
M：着丈約59cm、袖丈約58cm、バスト約92cm、肩幅約37cm<br>
L：着丈約60cm、袖丈約59cm、バスト約96cm、肩幅約38cm<br>
XL：着丈約61cm、袖丈約60cm、バスト約100cm、肩幅約39cm<br>
2XL：着丈約62cm、袖丈約60cm、バスト約105cm、肩幅約40cm<br>
3XL：着丈約63cm、袖丈約61cm、バスト約110cm、肩幅約41cm<br>
4XL：着丈約64cm、袖丈約62cm、バスト約114cm、肩幅約42cm<br>
5XL：着丈約65cm、袖丈約62cm、バスト約118cm、肩幅約43cm<br>
6XL：着丈約66cm、袖丈約62cm、バスト約122cm、肩幅約44cm",,C10020Z1-23,パープル6XL,O,,4016,1,4417,4016,401,0,,8910685_0.gif,8910685_1.jpg,8910685_2.jpg,8910685_3.jpg,8910685_4.jpg,8910685_5.jpg,8910685_6.jpg,8910685_7.jpg,8910685_8.jpg,8910685_9.jpg,Y,Y,Y,Y,N
